train_loss,val_loss,train_acc,val_accc
8700702.936455918,108638.62841866915,0.8828146534801798,0.9257286185775299
1792.0783334253526,721.6334256198237,0.9111725568380832,0.9410291656118924
9277.919350807633,231.85784131659835,0.8874784079269734,0.9097450118247277
259.7811137331401,172.62239747594614,0.8999681702540151,0.9208105852695111
174.1681617259849,142.03066824407526,0.905121050358079,0.9301912774805163
153.4259709674024,135.25107742059427,0.9114000567184457,0.9390255219297983
143.75978208297659,126.61002811369349,0.9158590613022027,0.9425318964192124
136.9097806788389,113.2282104158662,0.9201929409777959,0.9497723341639576
279.88566781079675,143.15629730641515,0.8781281480885516,0.9138889093216651
132.92134007488545,112.23239031515486,0.9070661773682942,0.9433060314485936
233.0287282122571,152.62269440947986,0.9068614273832172,0.9169399107740225
154.5666145962052,120.75770109833265,0.8900150353713925,0.9295992924867432
577.0072071336834,293.2283031526159,0.8693125144058064,0.8796903657131507
157.48473547899818,126.29801547357945,0.8749545197359304,0.907513682047526
132.1711780996945,111.3992176535351,0.8930635385554963,0.9328779801644914
7252981.996255139,528.5525222861702,0.9063723017828991,0.9148907305112953
6735.944980641125,474.9223534672638,0.894781165083282,0.9198087642101642
522.7805655956138,282.1027755820686,0.8993539198024852,0.9284153209357965
334.1582479786749,212.4912881986691,0.9041996747296005,0.9292805300384271
219.47339917765333,155.27824931744018,0.905860426531377,0.933060130069816
